make_standardized,model_raw,model_standardized
TOYOTA,RAV4 H,RAV4 H
TOYOTA,RAV4 X,RAV4 X
TOYOTA,RAV4CR,RAV4CR
TOYOTA,RAVE 4,RAVE 4
TOYOTA,RAVH,RAVH
TOYOTA,RAVH C,RAVH C
TOYOTA,RAVH G,RAVH G
TOYOTA,RAVH H,RAVH H
TOYOTA,RAVR H,RAVR H
TOYOTA,ROGUE,ROGUE
TOYOTA,RQV4,RQV4
TOYOTA,SAHARA,SAHARA
TOYOTA,SAS25C,SAS25C
TOYOTA,SEDAN,SEDAN
TOYOTA,SHERWO,SHERWO
TOYOTA,SILVER,SILVER
TOYOTA,SR HIL,SR HIL
TOYOTA,SR5,SR5
TOYOTA,SR5 HI,SR5 HI
TOYOTA,SUNCAM,SUNCAM
TOYOTA,SUPRA,SUPRA
TOYOTA,T ROC,T ROC
TOYOTA,TACOMA,TACOMA
TOYOTA,TARIS,TARIS
TOYOTA,TASMAN,TASMAN
TOYOTA,TAV4,TAV4
TOYOTA,TOYOTA,TOYOTA
TOYOTA,TRUNDR,TRUNDR
TOYOTA,TUNDRA,TUNDRA
TOYOTA,VELLFI,VELLFI
TOYOTA,VITZ,VITZ
TOYOTA,VOXY,VOXY
TOYOTA,WAGON,WAGON
TOYOTA,WHITE,WHITE
TOYOTA,WORKMA,WORKMA
TOYOTA,XTRAIL,XTRAIL
TOYOTA,XUV700,XUV700
TOYOTA,YAR,YAR
TOYOTA,YARIS,YARIS
TOYOTA,YARISG,YARISG
TOYOTA,YARISS,YARISS
TOYOTA,YARISX,YARISX
TOYOTA,YAROS,YAROS
TOYOTA,YARRIS,YARRIS
TOYOTA,YAXH,YAXH
TOYOTA,YAXH 2,YAXH 2
TOYOTA,YEAIS,YEAIS
TOYOTA,YRAIS,YRAIS
TOYOTA,ZST VI,ZST VI
VOLVO,,
VOLVO,009,009
VOLVO,16S,16S
VOLVO,796920,796920
VOLVO,B0E,B0E
VOLVO,B0E BZ,B0E BZ
VOLVO,B0EBZL,B0EBZL
VOLVO,B11R,B11R
VOLVO,B11R E,B11R E
VOLVO,B13R,B13R
VOLVO,B13R E,B13R E
VOLVO,B8R,B8R
VOLVO,B8R E6,B8R E6
VOLVO,B8R EU,B8R EU
VOLVO,B8RE6,B8RE6
VOLVO,B8RLE,B8RLE
VOLVO,BOEBZL,BOEBZL
VOLVO,BZL,BZL
VOLVO,C40,C40
VOLVO,C40 EL,C40 EL
VOLVO,C40 RE,C40 RE
VOLVO,C41,C41
VOLVO,CBU-FH,CBU FH
VOLVO,CBU GL,CBU GL
VOLVO,CBUFH1,CBUFH1
VOLVO,CT6000,CT6000
VOLVO,CX60,CX60
VOLVO,CX90,CX90
VOLVO,E40,E40
VOLVO,EC140D,EC140D
VOLVO,EC220,EC220
VOLVO,EC250,EC250
VOLVO,ES90,ES90
VOLVO,EX20,EX20
VOLVO,EX30,EX30
VOLVO,EX30 C,EX30 C
VOLVO,EX30 E,EX30 E
VOLVO,EX30 T,EX30 T
VOLVO,EX30CC,EX30CC
VOLVO,EX40,EX40
VOLVO,EX40 B,EX40 B
VOLVO,EX60,EX60
VOLVO,EX90,EX90
VOLVO,EX90 R,EX90 R
VOLVO,EX90 U,EX90 U
VOLVO,FE,FE
VOLVO,FE 280,FE 280
VOLVO,FE 320,FE 320
VOLVO,FE280,FE280
VOLVO,FE320,FE320
VOLVO,FE350,FE350
VOLVO,FE4X2R,FE4X2R
VOLVO,FE8,FE8
VOLVO,FH,FH
VOLVO,FH 600,FH 600
VOLVO,FH13,FH13
VOLVO,FH16,FH16
VOLVO,FH18,FH18
VOLVO,FH450,FH450
VOLVO,FH500,FH500
VOLVO,FH540,FH540
VOLVO,FH550,FH550
VOLVO,FH600,FH600
VOLVO,FH647,FH647
VOLVO,FH64T,FH64T
VOLVO,FH650,FH650
VOLVO,FH6X47,FH6X47
VOLVO,FH700,FH700
VOLVO,FH780,FH780
VOLVO,FHCCAB,FHCCAB
VOLVO,FL,FL
VOLVO,FM,FM
VOLVO,FM 460,FM 460
VOLVO,FM 500,FM 500
VOLVO,FM 600,FM 600
VOLVO,FM 6X4,FM 6X4
VOLVO,FM11,FM11
VOLVO,FM11 8,FM11 8
VOLVO,FM13,FM13
VOLVO,FM13 8,FM13 8
VOLVO,FM300,FM300
VOLVO,FM330,FM330
VOLVO,FM370,FM370
VOLVO,FM410,FM410
VOLVO,FM430,FM430
VOLVO,FM450,FM450
VOLVO,FM460,FM460
VOLVO,FM500,FM500
VOLVO,FM540,FM540
VOLVO,FM5400,FM5400
VOLVO,FM54O,FM54O
VOLVO,FMX,FMX
VOLVO,FMX13,FMX13
VOLVO,FMX450,FMX450
VOLVO,FMX460,FMX460
VOLVO,FMX50,FMX50
VOLVO,FMX500,FMX500
VOLVO,FMX540,FMX540
VOLVO,G940,G940
VOLVO,HS,HS
VOLVO,IRIZAR,IRIZAR
VOLVO,L120F,L120F
VOLVO,L120H,L120H
VOLVO,L150H,L150H
VOLVO,L50H,L50H
VOLVO,L50HS,L50HS
VOLVO,L604,L604
VOLVO,L60E,L60E
VOLVO,L70H2,L70H2
VOLVO,L90H,L90H
VOLVO,L90H2,L90H2
VOLVO,L90HZ,L90HZ
VOLVO,MY25 E,MY25 E
VOLVO,MY25 V,MY25 V
VOLVO,MY25 X,MY25 X
VOLVO,OMNIBU,OMNIBU
VOLVO,S60,S60
VOLVO,S60 RE,S60 RE
VOLVO,TCROSS,TCROSS
VOLVO,V60,V60
VOLVO,V60 CC,V60 CC
VOLVO,V60 CR,V60 CR
VOLVO,X RWD,X RWD
VOLVO,X40,X40
VOLVO,XC4,XC4
VOLVO,XC40,XC40
VOLVO,XC40 B,XC40 B
VOLVO,XC40 P,XC40 P
VOLVO,XC40 R,XC40 R
VOLVO,XC40 U,XC40 U
VOLVO,XC40RE,XC40RE
VOLVO,XC60,XC60
VOLVO,XC60 B,XC60 B
VOLVO,XC60 P,XC60 P
VOLVO,XC60 R,XC60 R
VOLVO,XC60 U,XC60 U
VOLVO,XC690,XC690
VOLVO,XC90,XC90
VOLVO,XC90 R,XC90 R
VOLVO,XC90 U,XC90 U
VOLVO,XC90UL,XC90UL
